alias_key,alias_display,code,iso_a3,basis,source,confidence,override
volgograd oblast,Volgograd Oblast,RUS085,RUS,English sources commonly shorten 'Volgogradskaya Oblast' to 'Volgograd Oblast'.,pretraining,high,False
vologda oblast,Vologda Oblast,RUS086,RUS,English sources commonly shorten 'Vologodskaya Oblast' to 'Vologda Oblast'.,pretraining,high,False
voronezh oblast,Voronezh Oblast,RUS087,RUS,English sources commonly shorten 'Voronezhskaya Oblast' to 'Voronezh Oblast'.,pretraining,high,False
yamalo-nenets,Yamalo-Nenets,RUS088,RUS,Shortened English reference commonly used in academic and journalistic contexts.,pretraining,high,False
yamalo-nenets autonomous okrug,Yamalo-Nenets Autonomous Okrug,RUS088,RUS,"The standard English name for this region is Yamalo-Nenets Autonomous Okrug, which is more commonly used than the WB transliteration 'Yamalo-nenetskiy Okrug'.",pretraining,high,False
yaroslavl oblast,Yaroslavl Oblast,RUS089,RUS,English sources commonly shorten 'Yaroslavskaya Oblast' to 'Yaroslavl Oblast'.,pretraining,high,False
jewish autonomous oblast,Jewish Autonomous Oblast,RUS090,RUS,"The standard English translation of 'Yevreyskaya Avtonomnaya Oblast' is 'Jewish Autonomous Oblast', widely used in English-language sources.",pretraining,high,False
jewish autonomous region,Jewish Autonomous Region,RUS090,RUS,Alternative English rendering used in some sources instead of 'Oblast'.,pretraining,medium,False
northern province,Northern Province,RWA003,RWA,Rwanda's Northern Province is the standard English name corresponding to the Kinyarwanda name Amajyaruguru.,pretraining,high,False
southern province,Southern Province,RWA004,RWA,Rwanda's Southern Province is the standard English name corresponding to the Kinyarwanda name Amajyepfo.,pretraining,high,False
western province,Western Province,RWA005,RWA,Rwanda's Western Province is the standard English name corresponding to the Kinyarwanda name Iburengerazuba.,pretraining,high,False
aseer,Aseer,SAU001,SAU,Aseer is an alternative English romanization used in some Saudi and international sources for this region.,pretraining,medium,False
northern border region,Northern Border Region,SAU003,SAU,Northern Border Region is another common English-language name used for Al Hudud ash Shamaliyah in administrative and geographic sources.,pretraining,high,False
northern borders,Northern Borders,SAU003,SAU,"Northern Borders is the standard English translation of Al Hudud ash Shamaliyah, the northernmost region of Saudi Arabia.",pretraining,high,False
jawf,Jawf,SAU004,SAU,"Jawf is the simplified English romanization of Al Jawf, dropping the Arabic definite article.",pretraining,high,False
madinah,Madinah,SAU005,SAU,Madinah is a common alternative English romanization of Al Madinah used in many international and Saudi sources.,pretraining,high,False
al qassim,Al Qassim,SAU006,SAU,Al Qassim is a common English romanization variant of Al Qasim retaining the Arabic article.,pretraining,high,False
qassim,Qassim,SAU006,SAU,"Qassim is the widely-used English name for Al Qasim region, appearing in Saudi government and international sources.",pretraining,high,False
riyadh,Riyadh,SAU007,SAU,"Riyadh is the standard English exonym for Ar Riyadh, the capital city and region, universally used in English-language sources.",pretraining,high,False
hail,Hail,SAU009,SAU,"Hail is the standard English romanization of Ha'il, dropping the diacritic, and widely used in English-language sources.",pretraining,high,False
jazan,Jazan,SAU010,SAU,Jazan is an alternative English romanization of this region used in Saudi government communications and some international sources.,pretraining,high,False
makkah al-mukarramah,Makkah al-Mukarramah,SAU011,SAU,Makkah al-Mukarramah is the formal English name for the Mecca region used in Saudi official sources.,pretraining,medium,False
mecca,Mecca,SAU011,SAU,"Mecca is the universally recognized English exonym for Makkah, the holiest city in Islam.",pretraining,high,False
gezira,Gezira,SDN001,SDN,"Al Jazeera state is commonly referred to in English as Gezira, the anglicized transliteration widely used in journalism and academic literature.",pretraining,high,False
al qadarif,Al Qadarif,SDN003,SDN,Alternative romanization of the state capital and state name appearing in some official and academic sources.,pretraining,medium,False
north darfur,North Darfur,SDN008,SDN,"Northern Darfur is widely referred to as North Darfur in English-language media, UN documents, and humanitarian reporting.",pretraining,high,False
north kordofan,North Kordofan,SDN009,SDN,Northern Kordofan is commonly called North Kordofan in English sources including UN and NGO reports.,pretraining,high,False
south darfur,South Darfur,SDN012,SDN,"Southern Darfur is widely referred to as South Darfur in English-language media, UN documents, and humanitarian reporting.",pretraining,high,False
south kordofan,South Kordofan,SDN013,SDN,Southern Kordofan is commonly called South Kordofan in English sources including UN and NGO reports.,pretraining,high,False
west darfur,West Darfur,SDN014,SDN,"Western Darfur is widely referred to as West Darfur in English-language media, UN documents, and humanitarian reporting.",pretraining,high,False
saint-louis,Saint-Louis,SEN015,SEN,"The region is commonly written with a hyphen in French and English sources, differing from the WB canonical 'Saint Louis' (no hyphen).",pretraining,medium,False
galguduud,Galguduud,SOM006,SOM,Alternative common romanization of Galgaduud used in many English-language sources.,pretraining,medium,False
hiran,Hiran,SOM008,SOM,Commonly used English alternative spelling of Hiraan region in Somalia.,pretraining,high,False
middle juba,Middle Juba,SOM009,SOM,"Standard English translation of Juba Dhexe, where dhexe means middle in Somali.",pretraining,high,False
lower juba,Lower Juba,SOM010,SOM,"Standard English translation of Juba Hoose, where hoose means lower in Somali.",pretraining,high,False
middle shabelle,Middle Shabelle,SOM014,SOM,"Standard English translation of Shabelle Dhexe, where dhexe means middle in Somali.",pretraining,high,False
middle shebelle,Middle Shebelle,SOM014,SOM,"Alternative English spelling using Shebelle for Shabelle, widely found in humanitarian and news reporting.",pretraining,medium,False
lower shabelle,Lower Shabelle,SOM015,SOM,"Standard English translation of Shabelle Hoose, where hoose means lower in Somali.",pretraining,high,False
lower shebelle,Lower Shebelle,SOM015,SOM,"Alternative English spelling using Shebelle for Shabelle, widely found in humanitarian and news reporting.",pretraining,medium,False
bor district,Bor District,SRB001,SRB,"Borski okrug is the Bor District in English, named after the city of Bor; commonly referenced in English-language sources this way.",pretraining,medium,False
branicevo district,Branicevo District,SRB002,SRB,"Branicevski okrug is rendered in English as Branicevo District, using the anglicized form without the Serbian adjectival suffix.",pretraining,medium,False
belgrade,Belgrade,SRB003,SRB,Grad Beograd means 'City of Belgrade' in Serbian; Belgrade is the universally used English exonym for the Serbian capital.,pretraining,high,False
city of belgrade,City of Belgrade,SRB003,SRB,"Direct English translation of 'Grad Beograd', used in administrative and geographic contexts.",pretraining,high,False
jablanica district,Jablanica District,SRB004,SRB,"Jablanicki okrug is rendered in English as Jablanica District, using the base toponym without the Serbian adjectival suffix.",pretraining,medium,False
south backa,South Backa,SRB005,SRB,Juzno-backi means 'South Backa' in Serbian; South Backa is the standard English name for this district in Vojvodina.,pretraining,high,False
south banat,South Banat,SRB006,SRB,Juzno-banatski means 'South Banat' in Serbian; South Banat is the standard English name for this district in Vojvodina.,pretraining,high,False
kolubara district,Kolubara District,SRB007,SRB,"Kolubarski okrug is rendered in English as Kolubara District, named after the Kolubara River.",pretraining,medium,False
macva district,Macva District,SRB008,SRB,"Macvanski okrug is rendered in English as Macva District, using the base toponym without the Serbian adjectival suffix.",pretraining,medium,False
moravica district,Moravica District,SRB009,SRB,"Moravicki okrug is rendered in English as Moravica District, named after the Moravica River.",pretraining,medium,False
nisava district,Nisava District,SRB010,SRB,"Nisavski okrug is rendered in English as Nisava District, named after the Nisava River.",pretraining,medium,False
pcinja district,Pcinja District,SRB011,SRB,"Pcinjski okrug is rendered in English as Pcinja District, named after the Pcinja River.",pretraining,medium,False
pirot district,Pirot District,SRB012,SRB,"Pirotski okrug is rendered in English as Pirot District, named after the city of Pirot.",pretraining,medium,False
podunavlje district,Podunavlje District,SRB013,SRB,Podunavski okrug is rendered in English as Podunavlje District; Podunavlje means 'along the Danube' in Serbian.,pretraining,medium,False
pomoravlje district,Pomoravlje District,SRB014,SRB,Pomoravski okrug is rendered in English as Pomoravlje District; Pomoravlje means 'along the Morava River'.,pretraining,medium,False
rasina district,Rasina District,SRB015,SRB,"Rasinski okrug is rendered in English as Rasina District, named after the Rasina River.",pretraining,medium,False
raska district,Raska District,SRB016,SRB,"Raski okrug is rendered in English as Raska District, named after the historical region of Raska.",pretraining,medium,False
north backa,North Backa,SRB017,SRB,Severno-backi means 'North Backa' in Serbian; North Backa is the standard English name for this district in Vojvodina.,pretraining,high,False
north banat,North Banat,SRB018,SRB,Severno-banatski means 'North Banat' in Serbian; North Banat is the standard English name for this district in Vojvodina.,pretraining,high,False
central banat,Central Banat,SRB019,SRB,Srednje-banatski means 'Central Banat' in Serbian; Central Banat is the standard English name for this district in Vojvodina.,pretraining,high,False
srem district,Srem District,SRB020,SRB,"Sremski okrug is commonly referred to in English as the Srem District, using the Serbian regional name Srem.",pretraining,medium,False
syrmia,Syrmia,SRB020,SRB,Sremski refers to the Srem (Syrmia) region; Syrmia is the well-known English/Latin exonym for this historical region spanning Serbia and Croatia.,pretraining,high,False
sumadija,Sumadija,SRB021,SRB,"English-language sources commonly refer to this district simply as 'Sumadija', dropping the Serbian adjectival suffix '-ski'.",pretraining,high,False
sumadija district,Šumadija District,SRB021,SRB,The canonical name 'Sumadijski' is the Serbian adjectival form; the standard English exonym for this region is 'Šumadija' or 'Šumadija District'.,pretraining,high,False
toplica,Toplica,SRB022,SRB,"English-language sources commonly refer to this district as 'Toplica', dropping the Serbian adjectival suffix '-ki'.",pretraining,high,False
toplica district,Toplica District,SRB022,SRB,The canonical name 'Toplicki' is the Serbian adjectival form; the English name used in most sources is 'Toplica District'.,pretraining,high,False
zajecar,Zajecar,SRB023,SRB,"English-language sources commonly refer to this district as 'Zajecar' (or Zaječar), dropping the Serbian adjectival suffix '-ski'.",pretraining,high,False
zajecar district,Zajecar District,SRB023,SRB,The canonical name 'Zajecarski' is the Serbian adjectival form; the English name used in most sources is 'Zaječar District' or 'Zajecar District'.,pretraining,high,False
west backa,West Backa,SRB024,SRB,"Short-form English reference dropping 'District', as commonly seen in English-language geographic sources.",pretraining,medium,False
west backa district,West Bačka District,SRB024,SRB,'Zapadno-backi' is the Serbian adjectival form meaning 'West Bačka'; the standard English name is 'West Bačka District'.,pretraining,high,False
zlatibor,Zlatibor,SRB025,SRB,"English-language sources commonly refer to this district simply as 'Zlatibor', dropping the Serbian adjectival suffix '-ski'.",pretraining,high,False
zlatibor district,Zlatibor District,SRB025,SRB,'Zlatiborski' is the Serbian adjectival form; the standard English name is 'Zlatibor District'.,pretraining,high,False
zilina region,Zilina Region,SVK008,SVK,English sources commonly append 'Region' to distinguish the administrative unit from the city of Zilina.,pretraining,medium,False
upper carniola,Upper Carniola,SVN001,SVN,Gorenjska is the Slovenian name for the historical region known in English as Upper Carniola.,pretraining,high,False
gorizia,Gorizia,SVN002,SVN,"Goriska is the Slovenian name for the region centered on Gorizia, commonly referred to by its Italian/English name.",pretraining,medium,False
inner carniola-karst,Inner Carniola-Karst,SVN005,SVN,"Notranjsko-kraska translates to Inner Carniola-Karst in English, combining the English exonym for Notranjska with the Karst region.",pretraining,medium,False
coastal-karst,Coastal-Karst,SVN006,SVN,"Obalno-kraska translates to Coastal-Karst in English, referring to the coastal and Karst areas of Slovenia.",pretraining,medium,False
drava,Drava,SVN008,SVN,"Podravska refers to the region along the Drava River, commonly called the Drava region in English sources.",pretraining,medium,False
mura,Mura,SVN009,SVN,"Pomurska refers to the region along the Mura River, commonly called the Mura region in English sources.",pretraining,medium,False
savinja,Savinja,SVN010,SVN,Savinjska refers to the Savinja river valley region; Savinja is the common English short form used in geographic references.,pretraining,medium,False
lower sava,Lower Sava,SVN011,SVN,"Spodnjeposavska translates to Lower Sava in English, referring to the lower Sava River region.",pretraining,high,False
zasavje,Zasavje,SVN012,SVN,Zasavska is the adjectival form; Zasavje is the noun form of the region name more commonly used in English-language geographic references.,pretraining,medium,False
blekinge county,Blekinge County,SWE001,SWE,Swedish 'Laen' means 'County' in English; 'Blekinge County' is the standard English name for this Swedish county.,pretraining,high,False
dalarna,Dalarna,SWE002,SWE,The region is widely referred to simply as 'Dalarna' in English-language sources.,pretraining,high,False
dalarna county,Dalarna County,SWE002,SWE,The county is commonly known in English as 'Dalarna County'; 'Dalarnas' is the genitive form of 'Dalarna'.,pretraining,high,False
gavleborg county,Gavleborg County,SWE003,SWE,The ASCII-simplified English name for Gaevleborgs Laen; 'Gaevleborg' is an older romanization and 'ae' maps to 'a' in English usage.,pretraining,high,False
gavleborgs county,Gavleborgs County,SWE003,SWE,English transliteration of Gaevleborgs Laen using simplified spelling without the ae digraph.,pretraining,medium,False
halland county,Halland County,SWE005,SWE,Standard English name for Hallands Laen; 'Hallands' is genitive of 'Halland'.,pretraining,high,False
jamtland,Jamtland,SWE006,SWE,The region is commonly referred to as 'Jamtland' in English without the county suffix.,pretraining,high,False
jamtland county,Jamtland County,SWE006,SWE,English transliteration of Jaemtlands Laen; 'ae' is rendered as 'a' in English usage.,pretraining,high,False
jonkoping county,Jonkoping County,SWE007,SWE,English transliteration of Joenkoepings Laen; 'oe' maps to 'o' in ASCII-simplified English usage.,pretraining,high,False
kalmar county,Kalmar County,SWE008,SWE,Standard English name for Kalmar Laen; the region name is unchanged in English.,pretraining,high,False
kronoberg county,Kronoberg County,SWE009,SWE,Standard English name for Kronobergs Laen; 'Kronobergs' is the genitive form of 'Kronoberg'.,pretraining,high,False
norrbotten,Norrbotten,SWE010,SWE,The region is widely referred to simply as 'Norrbotten' in English-language sources.,pretraining,high,False
norrbotten county,Norrbotten County,SWE010,SWE,Standard English name for Norrbottens Laen; 'Norrbottens' is the genitive form of 'Norrbotten'.,pretraining,high,False
orebro county,Orebro County,SWE011,SWE,English transliteration of Oerebro Laen; 'Oe' maps to 'O' in ASCII-simplified English usage.,pretraining,high,False
ostergotland,Ostergotland,SWE012,SWE,The region is commonly referred to as 'Ostergotland' in English without the county suffix.,pretraining,high,False
ostergotland county,Ostergotland County,SWE012,SWE,English transliteration of Oestergoetlands Laen; 'Oe' → 'O' and 'oe' → 'o' in simplified English usage.,pretraining,high,False
scania,Scania,SWE013,SWE,"The traditional English/Latin exonym for the Swedish region Skane is 'Scania', widely used in historical and modern English texts.",pretraining,high,False
skane county,Skane County,SWE013,SWE,English transliteration of Skaane Laen; 'Skaane' simplifies to 'Skane' in English usage.,pretraining,high,False
sodermanland,Sodermanland,SWE014,SWE,The region is commonly referred to as 'Sodermanland' in English without the county suffix.,pretraining,high,False
sodermanland county,Sodermanland County,SWE014,SWE,English transliteration of Soedermanlands Laen; 'Soe' maps to 'So' in ASCII-simplified English usage.,pretraining,high,False
stockholm county,Stockholm County,SWE015,SWE,Standard English name for Stockholms Laen; 'Stockholms' is the genitive form of 'Stockholm'.,pretraining,high,False
uppsala county,Uppsala County,SWE016,SWE,Standard English name for Uppsala Laen; the region name is unchanged in English.,pretraining,high,False
varmland,Varmland,SWE017,SWE,The region is commonly referred to as 'Varmland' in English without the county suffix.,pretraining,high,False
varmland county,Varmland County,SWE017,SWE,English transliteration of Vaermlands Laen; 'ae' maps to 'a' in ASCII-simplified English usage.,pretraining,high,False
vasterbotten,Vasterbotten,SWE018,SWE,The region is widely referred to simply as 'Vasterbotten' in English-language sources.,pretraining,high,False
vasterbotten county,Vasterbotten County,SWE018,SWE,English transliteration of Vaesterbottens Laen; 'ae' maps to 'a' in ASCII-simplified English usage.,pretraining,high,False
vasternorrland,Vasternorrland,SWE019,SWE,The region is commonly referred to as 'Vasternorrland' in English without the county suffix.,pretraining,high,False
vasternorrland county,Vasternorrland County,SWE019,SWE,English transliteration of Vaesternorrlands Laen; 'ae' maps to 'a' in ASCII-simplified English usage.,pretraining,high,False
vastmanland,Vastmanland,SWE020,SWE,The region is commonly referred to as 'Vastmanland' in English without the county suffix.,pretraining,high,False
vastmanland county,Vastmanland County,SWE020,SWE,English transliteration of Vaestmanlands Laen; 'ae' maps to 'a' in ASCII-simplified English usage.,pretraining,high,False
vastra gotaland,Vastra Gotaland,SWE021,SWE,The region is commonly referred to as 'Vastra Gotaland' in English without the county suffix.,pretraining,high,False
vastra gotaland county,Vastra Gotaland County,SWE021,SWE,English transliteration of Vaestra Goetalands Laen; 'ae' maps to 'a' and 'oe' maps to 'o' in ASCII-simplified English usage.,pretraining,high,False
west gotaland county,West Gotaland County,SWE021,SWE,"'Vaestra' means 'West' in Swedish, making 'West Gotaland County' a partial English translation used in some English-language sources.",pretraining,medium,False
hasaka,Hasaka,SYR001,SYR,Shorter colloquial English name for the Al Hasakah governorate used in news and reference sources.,pretraining,medium,False
ar raqqa,Ar Raqqa,SYR003,SYR,Common alternate English romanization of Ar Raqqah without the terminal h.,pretraining,high,False
raqqa,Raqqa,SYR003,SYR,"Standard English spelling of the governorate, widely used in English-language media and reference sources.",pretraining,high,False
suweida,Suweida,SYR004,SYR,Alternative English romanization of the As Suwayda governorate name used in English texts.,pretraining,medium,False
sweida,Sweida,SYR004,SYR,Colloquial English name for the As Suwayda governorate used in English-language news and reference sources.,pretraining,medium,False
damascus governorate,Damascus Governorate,SYR005,SYR,"English name for the Damascus city-governorate, the capital of Syria, widely used in English sources.",pretraining,high,False
daraa,Daraa,SYR006,SYR,Standard English spelling used in international media and reference sources for the Dar`a governorate.,pretraining,high,False
dera,Dera,SYR006,SYR,Alternative English transliteration of Dar`a governorate found in some English-language sources.,pretraining,medium,False
deir al-zour,Deir al-Zour,SYR007,SYR,Common alternative English romanization of the Dayr az Zawr governorate.,pretraining,high,False
deir ez-zor,Deir ez-Zor,SYR007,SYR,Standard English spelling of the Dayr az Zawr governorate widely used in English-language sources.,pretraining,high,False
homs,Homs,SYR009,SYR,"Standard English name for the Ḥimṣ governorate, widely used in English-language media and reference sources.",pretraining,high,False
lattakia,Lattakia,SYR011,SYR,Alternate English spelling of Latakia governorate found in some English-language sources.,pretraining,medium,False
al quneitra,Al Quneitra,SYR012,SYR,Common English name including the Arabic article for the Quneitra governorate.,pretraining,high,False
damascus countryside,Damascus Countryside,SYR013,SYR,Alternative English rendering of Rif Dimashq used in English-language news and reference texts.,pretraining,high,False
rural damascus,Rural Damascus,SYR013,SYR,"Standard English translation of Rif Dimashq (rif = rural/countryside in Arabic), widely used in English-language sources.",pretraining,high,False
tartous,Tartous,SYR014,SYR,Common alternative English romanization of the Tartus governorate used in some English-language sources.,pretraining,medium,False
east ennedi,East Ennedi,TCD005,TCD,"English translation of 'Ennedi Est', used in English-language geographic sources.",pretraining,medium,False
west ennedi,West Ennedi,TCD006,TCD,"English translation of 'Ennedi Ouest', used in English-language geographic sources.",pretraining,medium,False
western logone,Western Logone,TCD011,TCD,"English translation of 'Logone Occidental', used in some English-language academic and news sources.",pretraining,medium,False
eastern logone,Eastern Logone,TCD012,TCD,"English translation of 'Logone Oriental', used in some English-language academic and news sources.",pretraining,medium,False
east mayo-kebbi,East Mayo-Kebbi,TCD014,TCD,"English translation of 'Mayo-Kebbi Est', used in some English-language sources.",pretraining,medium,False
west mayo-kebbi,West Mayo-Kebbi,TCD015,TCD,"English translation of 'Mayo-Kebbi Ouest', used in some English-language sources.",pretraining,medium,False
middle chari,Middle Chari,TCD016,TCD,"English translation of 'Moyen-Chari', used in some English-language sources.",pretraining,medium,False
ouadai,Ouadai,TCD017,TCD,"Alternative English romanization of 'Ouaddaï', dropping the diaeresis, found in many English-language sources.",pretraining,high,False
wadai,Wadai,TCD017,TCD,"Traditional English name for the Ouaddaï region, historically used in English geographic and historical texts.",pretraining,high,False
n'djamena,N'Djamena,TCD022,TCD,The canonical name 'Ville de N'Djamena' includes the French word 'Ville de' (City of); the standard English and international name is simply N'Djamena.,pretraining,high,False
ndjamena,Ndjamena,TCD022,TCD,"Common alternate romanization of the capital city name without the apostrophe, widely used in English-language sources.",pretraining,high,False
savannas region,Savannas Region,TGO005,TGO,"Direct English translation of the French 'Savanes' (savannas), sometimes used in English-language geographic sources.",pretraining,medium,False
bangkok metropolis,Bangkok Metropolis,THA003,THA,Bangkok is officially known as the Bangkok Metropolitan Area or Bangkok Metropolis in administrative contexts.,pretraining,medium,False
krung thep,Krung Thep,THA003,THA,Krung Thep is the short Thai name for Bangkok commonly used in English-language references to distinguish it from the Thai official name.,pretraining,medium,False
kamphaeng phet,Kamphaeng Phet,THA014,THA,"Alternative romanization of the WB canonical 'Kampaeng Phet', with 'Kamphaeng' being the more commonly used English spelling.",pretraining,high,False
korat,Korat,THA028,THA,"Nakhon Ratchasima is widely known by its shorter colloquial name Korat, used extensively in English-language sources and by locals.",pretraining,high,False
nakhon si tammarat,Nakhon Si Tammarat,THA030,THA,"Alternative English romanization omitting the 'h' in Thammarat, seen in some older maps and travel sources.",pretraining,medium,False
patani,Patani,THA037,THA,Pattani province is frequently spelled Patani in English-language historical and political science literature referring to the region.,pretraining,medium,False
phang nga,Phang Nga,THA039,THA,Phangnga is commonly written as two words 'Phang Nga' in English travel and geographic sources.,pretraining,high,False
phang-nga,Phang-nga,THA039,THA,Hyphenated romanization 'Phang-nga' appears in some English-language maps and tourism materials.,pretraining,medium,False
ayudhya,Ayudhya,THA046,THA,"Alternative romanization of the province name used in some English-language sources, derived directly from the canonical spelling.",pretraining,medium,False
ayutthaya,Ayutthaya,THA046,THA,"Phra Nakhon Si Ayudhya is commonly known in English as Ayutthaya, the name of the famous historical capital city that gives the province its identity.",pretraining,high,False
phuket island,Phuket Island,THA048,THA,Phuket is widely referred to as Phuket Island in English-language tourism and geographic contexts due to its island geography.,pretraining,medium,False
prachuap khiri khan,Prachuap Khiri Khan,THA049,THA,Prachuap Khilikhan is more commonly spelled Prachuap Khiri Khan in English-language maps and official Thai romanizations.,pretraining,high,False
samut prakan,Samut Prakan,THA056,THA,Samut Prakarn is also romanized as Samut Prakan (without the trailing 'n') in many English-language maps and official sources.,pretraining,high,False
samut songkhram,Samut Songkhram,THA058,THA,Samut Songkham is more commonly romanized as Samut Songkhram in English-language sources including official Thai government transliterations.,pretraining,high,False
songkla,Songkla,THA063,THA,Alternative romanization of Songkhla province sometimes used in English sources.,pretraining,medium,False
trat,Trat,THA069,THA,Trad province is commonly romanized as Trat in English-language travel and geographic sources.,pretraining,high,False
gorno-badakhshan,Gorno-Badakhshan,TJK001,TJK,Gorno-Badakhshan Autonomous Oblast (or Region) is the widely used English name for the Badakhshan Autonomous Mountainous Region of Tajikistan.,pretraining,high,False
gorno-badakhshan autonomous oblast,Gorno-Badakhshan Autonomous Oblast,TJK001,TJK,The full English-language name using the Soviet-era 'Oblast' designation is commonly used in geographic and political science literature.,pretraining,high,False
dushanbe city,Dushanbe City,TJK003,TJK,Dushanbe is the capital city of Tajikistan and is commonly referred to simply as Dushanbe or Dushanbe City in English sources.,pretraining,medium,False
sogd province,Sogd Province,TJK005,TJK,Sogd is an alternative English romanization of Sughd used in some geographic and historical sources.,pretraining,medium,False
charjew,Charjew,TKM003,TKM,Charjew is an alternative romanization of Chardzhou used in some English-language sources.,pretraining,medium,False
lebap,Lebap,TKM003,TKM,Chardzhou (also spelled Charjew/Chardzou) was renamed Lebap Province in 1992; Lebap is the current and widely used English name for this region.,pretraining,high,False
dashhowuz,Dashhowuz,TKM005,TKM,Dashhowuz is an alternative romanization of Dashoguz used in some English-language sources for the region formerly known as Tashauz.,pretraining,medium,False
dashoguz,Dashoguz,TKM005,TKM,Tashauz was renamed Dashoguz (also spelled Dashhowuz) in 1992; Dashoguz is the current official and widely used English name for this region.,pretraining,high,False
oe-cusse ambeno,Oe-Cusse Ambeno,TLS012,TLS,Variant spelling of the exclave district name used in some official and academic English-language documents.,pretraining,medium,False
oecusse,Oecusse,TLS012,TLS,"Oecusse is a widely used alternative English/Portuguese spelling for the exclave district, appearing in many international sources.",pretraining,high,False
oecussi-ambeno,Oecussi-Ambeno,TLS012,TLS,"The full traditional name of the exclave district combining the town and region names, used in historical and geographic references.",pretraining,high,False
medenine,Medenine,TUN013,TUN,The canonical WB name 'Mednine' is an alternate romanization; 'Medenine' is the more widely used English spelling of this Tunisian governorate.,pretraining,high,False
tunis governorate,Tunis Governorate,TUN022,TUN,The region is commonly referred to as 'Tunis Governorate' in English administrative and geographic contexts to distinguish it from the city of Tunis.,pretraining,medium,False
zaghouan governorate,Zaghouan Governorate,TUN023,TUN,English sources commonly append 'Governorate' to Tunisian region names; 'Zaghouan Governorate' is the standard English form used in reference works.,pretraining,medium,False
ariana governorate,Ariana Governorate,TUN024,TUN,English sources commonly append 'Governorate' to Tunisian region names; 'Ariana Governorate' is the standard English form used in reference works.,pretraining,medium,False
manouba governorate,Manouba Governorate,TUN025,TUN,English sources commonly append 'Governorate' to Tunisian region names; 'Manouba Governorate' is the standard English form used in reference works.,pretraining,medium,False
afyonkarahisar,Afyonkarahisar,TUR003,TUR,"The WB canonical name 'Afyon' is a common shortened form; the full official name is Afyonkarahisar, which is widely used in English sources.",pretraining,high,False
mersin,Mersin,TUR037,TUR,Icel province was officially renamed Mersin in 2002 and English sources universally use Mersin; Icel is the outdated WB canonical name.,pretraining,high,False
kahramanmaras,Kahramanmaras,TUR042,TUR,The WB canonical name 'K.maras' is an abbreviated form; the full official name Kahramanmaras is the form widely used in English sources and what callers would search for.,pretraining,high,False
izmit,Izmit,TUR052,TUR,"Izmit is the name of the principal city in Kocaeli province and is widely used in English to refer to the province or region, especially after the 1999 Izmit earthquake.",pretraining,high,False
urfa,Urfa,TUR067,TUR,Sanliurfa is commonly referred to simply as Urfa in English-language sources and by international audiences.,pretraining,high,False
lake van province,Lake Van Province,TUR077,TUR,Van province is sometimes referred to in English as Lake Van Province due to its association with the famous lake.,pretraining,medium,False
dar es salaam,Dar es Salaam,TZA002,TZA,The canonical name uses a hyphenated form 'Dar-es-salaam' but the standard English spelling omits hyphens.,pretraining,high,False
north pemba,North Pemba,TZA007,TZA,"'Kaskazini' means 'north' in Swahili, so the English exonym for this Pemba Island region is 'North Pemba'.",pretraining,high,False
north unguja,North Unguja,TZA008,TZA,"'Kaskazini' means 'north' in Swahili; Unguja is the main island of Zanzibar, making 'North Unguja' the English exonym.",pretraining,high,False
north zanzibar,North Zanzibar,TZA008,TZA,"Unguja island is commonly known in English as Zanzibar island, so 'North Zanzibar' is a widely used English reference.",pretraining,medium,False
south pemba,South Pemba,TZA012,TZA,"'Kusini' means 'south' in Swahili, so the English exonym for this Pemba Island region is 'South Pemba'.",pretraining,high,False
south unguja,South Unguja,TZA013,TZA,"'Kusini' means 'south' in Swahili; Unguja is the main island of Zanzibar, making 'South Unguja' the English exonym.",pretraining,high,False
south zanzibar,South Zanzibar,TZA013,TZA,"Unguja island is commonly known in English as Zanzibar island, so 'South Zanzibar' is a widely used English reference.",pretraining,medium,False
urban west,Urban West,TZA018,TZA,"'Mjini Magharibi' translates literally to 'City West' or 'Urban West' in English, the direct English translation used in some official documents.",pretraining,medium,False
zanzibar city,Zanzibar City,TZA018,TZA,'Mjini Magharibi' (Western City) is the urban Zanzibar region containing Zanzibar City and Stone Town; 'Zanzibar City' is the commonly used English name.,pretraining,medium,False
coast region,Coast Region,TZA023,TZA,"Pwani means 'coast' in Swahili, and the region is commonly referred to as 'Coast Region' in English-language sources.",pretraining,high,False
rovuma,Rovuma,TZA025,TZA,"Ruvuma is sometimes spelled 'Rovuma' in English-language sources, reflecting the Portuguese-influenced spelling used for the Rovuma River on the Mozambique border.",pretraining,medium,False
gulu district,Gulu District,UGA030,UGA,Gulu is commonly referred to as 'Gulu District' in English-language sources to distinguish it as an administrative division.,pretraining,medium,False
hoima district,Hoima District,UGA031,UGA,Hoima is commonly referred to as 'Hoima District' in English-language sources to distinguish the administrative division from the town.,pretraining,medium,False
jinja district,Jinja District,UGA035,UGA,Jinja is commonly referred to as 'Jinja District' in English-language sources to distinguish the administrative division from the city.,pretraining,medium,False
kabale district,Kabale District,UGA037,UGA,Kabale is commonly referred to as 'Kabale District' in English-language sources to distinguish the administrative division from the town.,pretraining,medium,False
cherkasy,Cherkasy,UKR001,UKR,Common shortened English reference to Cherkaska oblast using the capital city name.,pretraining,high,False
cherkasy oblast,Cherkasy Oblast,UKR001,UKR,The English exonym drops the transliteration apostrophe and uses the standard English oblast suffix with the city name Cherkasy.,pretraining,high,False
chernihiv,Chernihiv,UKR002,UKR,Common shortened English reference to the oblast by its capital city name.,pretraining,high,False
