code_a,name_a,iso_a,code_b,name_b,iso_b,water_type,water_body,has_bridge,adds_edge,border_km,adjudication,verification_tier,source
BGR026,Veliko Tarnovo,BGR,ROU037,Teleorman,ROU,river,Danube,False,False,,cross-vendor,A,wide-river 5 km re-screen + per-pair ground-truth (2026-06); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
BGR016,Ruse,BGR,ROU037,Teleorman,ROU,river,Danube,False,False,,cross-vendor,A,wide-river 5 km re-screen + per-pair ground-truth (2026-06); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
MOZ008,Niassa,MOZ,TZA025,Ruvuma,TZA,river,Ruvuma,True,False,,cross-vendor,A,"wide-river 5 km re-screen + per-pair ground-truth (2026-06); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Unity 2); GPT-5.6 Sol adversarial recheck yes (Unity Bridge 2), 8 m from the shared arc"
ALB031,Shkoder,ALB,MNE020,Ulcinj,MNE,river,Bojana,False,False,,cross-vendor,A,wide-river 5 km re-screen + per-pair ground-truth (2026-06); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck no; maintainer map ruling 2026-09-16: flip accepted (True -> False)
DEU011,Rheinland-Pfalz,DEU,LUX002,Grevenmacher,LUX,river,Moselle; Sauer,True,False,,cross-vendor,A,"wide-river 5 km re-screen + per-pair ground-truth (2026-06); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (3; 3010; 3140; A 64; A 8); GPT-5.6 Sol adversarial recheck yes (A64 Sauer motorway bridge), 78 m from the shared arc"
PRK002,Hamgyong-bukto,PRK,RUS060,Primorskiy Kray,RUS,river,Tumen,True,False,,cross-vendor,A,"wide-river 5 km re-screen + per-pair ground-truth (2026-06); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Korea–Russia Friendship Bridge), 2605 m from the shared arc"
BWA002,Chobe,BWA,ZMB109,Southern,ZMB,river,Chobe; Zambezi,True,False,,cross-vendor,A,"wide-river 5 km re-screen + per-pair ground-truth (2026-06); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Kazungula Bridge; yes); GPT-5.6 Sol adversarial recheck yes (Kazungula Bridge), 6 m from the shared arc"
BGR028,Vratca,BGR,ROU031,Olt,ROU,river,Danube,False,False,,cross-vendor,A,10 km completeness audit + human map verification (2026-07-02); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
TZA006,Kagera,TZA,UGA094,Ntungamo,UGA,river,Kagera,False,False,,cross-vendor,A,10 km completeness audit + human map verification (2026-07-02); ru1 re-adjudication 2026-07-21: standard cross-vendor two-pass + deterministic Hydro measurement; maintainer map ruling on contested pairs; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units
AUT006,Steiermark,AUT,SVN009,Pomurska,SVN,river,Mur; Kucnica,True,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (230; 717; 719; B69; Gnasbachsteg); GPT-5.6 Sol adversarial recheck yes (Mureck–Trate bridge), 218 m from the shared arc"
BDI013,Muyinga,BDI,RWA001,East/Iburasirazuba,RWA,river,Kagera,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
BIH002,Republika Srpska,BIH,HRV014,Sisak-moslavina,HRV,river,Una; Sava,True,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (D47; D6; M-I 108; Most Jasenovac - Gradina - Uštica; Most Un); GPT-5.6 Sol adversarial recheck yes (Jasenovac–Gradina road bridge), 48 m from the shared arc"
BLZ003,Corozal,BLZ,MEX023,Quintana Roo,MEX,river,Rio Hondo,True,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Puente Internacional; bridge; yes); GPT-5.6 Sol adversarial recheck yes (Subteniente López–Santa Elena International Bridge), 143 m from the shared arc"
BOL006,Pando,BOL,BRA026,Rondonia,BRA,river,Madeira; Abuna,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
BRA027,Roraima,BRA,GUY008,Potaro/siparuni (region N°8),GUY,river,Ireng,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
CIV025,Bas-Sassandra,CIV,LBR006,Grand Gedeh,LBR,river,Cavally,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
CIV025,Bas-Sassandra,CIV,LBR010,Maryland,LBR,river,Cavally,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
CIV025,Bas-Sassandra,CIV,LBR013,River Gee,LBR,river,Cavally,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
CMR009,Sud,CMR,GNQ006,Litoral,GNQ,river,Ntem (Campo),False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COG012,Sangha,COG,GAB006,Ogooue-Ivindo,GAB,river,Djoua,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
DEU004,Brandenburg,DEU,POL005,Lubuskie,POL,river,Oder; Neisse,True,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (14; 203; 22; 275; 289); GPT-5.6 Sol adversarial recheck yes (Kostrzyn–Kostrzyn nad Odrą road bridge), 13 m from the shared arc"
GEO005,Kakheti,GEO,AZE018,Gakh,AZE,river,Alazani,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
GIN008,Nzerekore,GIN,SLE001,Eastern,SLE,river,Meli; Moa/Makona,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
GUF001,French Guiana,GUF,SUR009,Sipaliwini,SUR,river,Maroni; Lawa; Litani,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LBR005,Grand Cape Mount,LBR,SLE001,Eastern,SLE,river,Mano; Morro,False,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LBR005,Grand Cape Mount,LBR,SLE004,Southern,SLE,river,Mano,True,False,,cross-vendor,A,"HydroRIVERS full-database cross-check (all 1,800 cross-border edges, geodesic 500 m buffer, discharge tiers) + two-stage LLM ground-truth + human map verification (2026-07-02); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (MRU Bridge); GPT-5.6 Sol adversarial recheck yes (Mano River Union Bridge), 79 m from the shared arc"
ARG008,Entre Rios,ARG,URY012,Rio Negro,URY,river,Uruguay River,True,False,,cross-vendor,A,"HydroRIVERS geodesic 500 m cross-check - recovered by the geodesic metric (E-W anisotropy fix, planar frac_ge100 0.46 -> geodesic 0.54) + two-stage LLM ground-truth + human map verification (2026-07-06); crossing: Puente Libertador General San Martin (Puerto Unzue <-> Fray Bentos); wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_water overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Puente Internacional Libertador General San Martín); GPT-5.6 Sol adversarial recheck yes (Puente Internacional Libertador General San Martín), 7 m from the shared arc"
MOZXXX,Area under National Administration,MOZ,MWI004,Area under National Administration,MWI,lake,Lake Malawi/Nyasa,False,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
MWI004,Area under National Administration,MWI,TZA017,Mbeya,TZA,lake,Lake Malawi/Nyasa,False,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
MWI004,Area under National Administration,MWI,TZA025,Ruvuma,TZA,lake,Lake Malawi/Nyasa,False,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
NGA008,Borno,NGA,TCD010,Lac,TCD,lake,Lake Chad,False,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
CMR004,Extrême - Nord,CMR,TCD010,Lac,TCD,lake,Lake Chad,False,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KEN004,Busia,KEN,UGA088,Namayingo,UGA,lake,Lake Victoria,False,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
BOL004,La Paz,BOL,PER007,Callao,PER,lake,Lake Titicaca,False,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COD011,Sud-Kivu,COD,RWA005,West/Iburengerazuba,RWA,lake,Lake Kivu; Ruzizi,True,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (DR5; Pont Ruzizi I; RN29; Ruzizi International Bridge; yes); GPT-5.6 Sol adversarial recheck yes (Ruzizi I International Bridge), 7 m from the shared arc"
CAN009,Ontario,CAN,USA023,Michigan,USA,lake,Great Lakes; connecting rivers,True,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ambassador Bridge; Ambassador International Bridge; Blue Wat); GPT-5.6 Sol adversarial recheck yes (Ambassador Bridge), 109 m from the shared arc"
CAN009,Ontario,CAN,USA024,Minnesota,USA,lake,Rainy; Pigeon; Lake Superior,True,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (CN Rainy Subdivision; Highway 71; International Falls Bridge); GPT-5.6 Sol adversarial recheck yes (Fort Frances–International Falls International Bridge), 9 m from the shared arc"
CAN009,Ontario,CAN,USA033,New York,USA,lake,Niagara; St. Lawrence; Great Lakes,True,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-04; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Grimsby Subdivision; Highway 137; International Control Dam;); GPT-5.6 Sol adversarial recheck yes (Lewiston–Queenston Bridge), 16 m from the shared arc"
ISR005,Southern District,ISR,JOR007,Karak,JOR,lake,Dead Sea,False,False,,cross-vendor,A,"HydroLAKES geodesic 500 m sweep + human map verification 2026-07-06; wu1 water-unification re-adjudication 2026-07-25 (cross-vendor two-pass), verdict unchanged; hydro-fold 2026-07-28: folded from the retired hydro_lakes overlay (manifest consolidation, verdict unchanged); bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
ALB008,Fier,ALB,ALB036,Vlore,ALB,river,Vjosa River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (SH8; bridge; yes)"
ALB023,Mallakaster,ALB,ALB036,Vlore,ALB,river,Vjosa River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + adversarial-recheck (structure named), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Ura e Poçemit), 137 m from the shared arc"
CMR005,Littoral,CMR,CMR009,Sud,CMR,river,Nyong River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Edea-Kribi; L'ancien Pont Allemand)"
COD018,Kasaï,COD,COD022,Kwilu,COD,river,Loange River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Pont Loange), 0 m from the shared arc"
COL003,Arauca,COL,COL011,Casanare,COL,river,Casanare and Meta rivers,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Puente San Salvador; Troncal Villagarzon - Saravena; Vía Hat)"
LBR001,Bomi,LBR,LBR005,Grand Cape Mount,LBR,river,Lofa River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Trans-West African Coastal Highway)"
LBR002,Bong,LBR,LBR012,Nimba,LBR,river,Saint John River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + adversarial-recheck (structure named), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units ((Yekepa) Tokadeh - Buchanan; yes)"
LVA001,Ādažu novads,LVA,LVA038,Inčukalna novads,LVA,river,Gauja River,False,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
MEX028,Tamaulipas,MEX,MEX030,Veracruz de Ignacio de la Llave,MEX,river,Tamesi-Panuco river system,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Carretera Estación Manuel-Ébano; yes)"
NGA003,Akwa lbom,NGA,NGA033,Rivers,NGA,river,lower Imo River,False,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
PER005,Ayacucho,PER,PER012,Junín,PER,river,Mantaro River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes)"
UGA029,Gomba,UGA,UGA042,Kalungu,UGA,river,Katonga River,False,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
VNM004,Bac Giang,VNM,VNM027,Hanoi,VNM,river,Cau River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify (agree), geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Cầu Vát; Cầu Xuân Cẩm)"
VNM010,Binh Phuoc,VNM,VNM036,Lam Dong,VNM,river,Dong Nai River,True,False,,cross-vendor,A,"2026-09-01 rj2 rejection-unification: domestic large-river nomination (HydroRIVERS >= 0.5 in the >= 100 m3/s band) for which the 2026-07-10 queue registry had no domestic source; GPT-5.6 Sol research + Sonnet-5 adversarial judgment, both water-only, no dry component named; deterministic measurement; maintainer map ruling 2026-09-01 under Standard M; bridge: osm-screen + agent-verify + adversarial-recheck, geocode-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Cầu Phước Cát; Cầu Vĩnh Ninh; Sao Bọng - Đăng Hà; Đường tỉnh)"
